chain,phase,iteration,step_size,tree_depth,diverging,accept_prob,num_steps,seconds
1,sampling,8,7.3101976331842056e-03,10,0,0.95528624,655,316.675098
1,sampling,9,7.3101976331842056e-03,10,0,0.97365024,1023,498.211244
1,sampling,10,7.3101976331842056e-03,10,0,0.98919378,1023,493.378719
1,sampling,11,7.3101976331842056e-03,10,0,0.99759366,1023,485.406458
1,sampling,12,7.3101976331842056e-03,10,0,0.99687927,1023,484.096483
1,sampling,13,7.3101976331842056e-03,10,0,0.98832301,1023,486.869268
1,sampling,14,7.3101976331842056e-03,10,0,0.99686829,703,335.495009
1,sampling,15,7.3101976331842056e-03,10,0,0.99950365,1023,488.724092
1,sampling,16,7.3101976331842056e-03,10,0,0.99910109,1023,489.604234
1,sampling,17,7.3101976331842056e-03,10,0,0.99980137,1023,484.224110
1,sampling,18,7.3101976331842056e-03,10,0,0.99251340,1023,481.986048
1,sampling,19,7.3101976331842056e-03,10,0,0.72782713,671,324.177103
1,sampling,20,7.3101976331842056e-03,10,0,0.29045033,1023,488.933003
1,sampling,21,7.3101976331842056e-03,10,0,0.70177038,1023,489.889716
1,sampling,22,7.3101976331842056e-03,10,0,0.77021666,1023,485.763326
1,sampling,23,7.3101976331842056e-03,10,0,0.75027111,1023,480.292956
1,sampling,24,7.3101976331842056e-03,10,0,0.99720458,1023,480.631343
1,sampling,25,7.3101976331842056e-03,10,0,0.99845198,1023,482.890902
1,sampling,26,7.3101976331842056e-03,7,0,0.99369921,127,60.426280
1,sampling,27,7.3101976331842056e-03,8,0,0.77697446,255,120.227019
1,sampling,28,7.3101976331842056e-03,10,0,0.73738384,575,271.103415
1,sampling,29,7.3101976331842056e-03,10,0,0.95552550,1023,483.344776
1,sampling,30,7.3101976331842056e-03,10,0,0.96887012,1023,482.842834
1,sampling,31,7.3101976331842056e-03,10,0,0.99436953,1023,483.591567
1,sampling,32,7.3101976331842056e-03,10,0,0.98907210,1023,479.678839
1,sampling,33,7.3101976331842056e-03,10,0,0.99311644,1023,481.637914
1,sampling,34,7.3101976331842056e-03,10,0,0.95898099,1023,481.676264
1,sampling,35,7.3101976331842056e-03,10,0,0.97955744,1023,481.344292
1,sampling,36,7.3101976331842056e-03,10,0,0.97252818,1023,479.917687
1,sampling,37,7.3101976331842056e-03,10,0,0.98267335,1023,482.796595
1,sampling,38,7.3101976331842056e-03,10,0,0.99659959,1023,483.750158
1,sampling,39,7.3101976331842056e-03,10,0,0.97659239,1023,478.496498
1,sampling,40,7.3101976331842056e-03,10,0,0.99974147,1023,482.726754
1,sampling,41,7.3101976331842056e-03,10,0,0.97203103,1023,483.434763
1,sampling,42,7.3101976331842056e-03,10,0,0.93065770,1023,484.171606
1,sampling,43,7.3101976331842056e-03,10,0,0.92767983,1023,482.716235
1,sampling,44,7.3101976331842056e-03,10,0,0.99989946,1023,480.960785
1,sampling,45,7.3101976331842056e-03,10,0,0.99033167,655,307.311959
1,sampling,46,7.3101976331842056e-03,10,0,0.98829201,1023,479.378996
1,sampling,47,7.3101976331842056e-03,9,0,0.97643863,447,209.367578
1,sampling,48,7.3101976331842056e-03,10,0,0.99574063,1023,476.787468
1,sampling,49,7.3101976331842056e-03,10,0,0.97349915,1023,477.309051
1,sampling,50,7.3101976331842056e-03,10,0,0.98905694,1023,482.168747
