chain,phase,iteration,step_size,tree_depth,diverging,accept_prob,num_steps,seconds
1,warmup,94,1.0432678361396434e-04,7,0,0.99962738,127,92.390108
1,warmup,95,9.5024023777561873e-05,7,0,0.72331446,127,91.425154
1,warmup,96,1.0913111709367031e-04,6,0,0.84839004,47,34.365352
1,warmup,97,1.6217923033113668e-04,7,1,0.98912971,92,66.803193
1,warmup,98,1.7663437852614012e-04,7,0,0.82151249,127,91.680826
1,warmup,99,2.5138247025400541e-04,7,0,0.96852706,127,91.774708
1,warmup,100,2.9635688604606931e-04,4,0,0.86664735,15,10.950769
1,warmup,101,4.2632449574951607e-03,7,0,1.00000000,127,92.213317
1,warmup,102,7.1445375000498672e-03,7,0,0.97333280,75,54.676593
1,warmup,103,1.3655465101804922e-02,7,0,0.99999601,127,91.632475
1,warmup,104,2.5813752369961980e-02,7,0,0.98425079,127,92.255773
1,warmup,105,4.6451248900950551e-02,5,1,0.96547232,29,20.940957
1,warmup,106,5.9795929777074465e-02,7,0,0.85822783,127,90.823971
1,warmup,107,1.0154309823531250e-02,7,0,0.21436529,127,92.116676
1,warmup,108,1.9259694616095464e-02,7,0,0.99990089,127,92.240807
1,warmup,109,3.5319829793968890e-03,7,0,0.26001805,127,91.595074
1,warmup,110,6.6495743879289582e-03,7,0,0.99999820,127,93.093100
1,warmup,111,1.2495489568687936e-02,7,0,0.99999799,127,90.705933
1,warmup,112,1.9083995149391717e-02,7,0,0.93584897,127,92.024340
1,warmup,113,8.3742038023486096e-03,7,0,0.53990663,127,91.498302
1,warmup,114,9.8370985199294388e-03,7,0,0.85346554,127,92.536128
1,warmup,115,1.3857667476982468e-02,7,0,0.91304048,127,91.299521
1,warmup,116,2.3488123100945456e-02,7,0,0.97496091,127,90.787566
1,warmup,117,5.1301010828307039e-03,7,0,0.30688453,127,90.895584
1,warmup,118,9.3646966660989699e-03,7,0,0.99999578,127,90.940550
1,warmup,119,7.0723393335259564e-03,5,0,0.70967742,31,22.073980
1,warmup,120,5.6026420582079052e-03,7,0,0.72426354,127,90.458666
1,warmup,121,9.8321630736896773e-03,7,0,0.99203259,127,91.521272
1,warmup,122,1.7492861483041973e-02,7,0,0.99998944,127,92.281870
1,warmup,123,5.9093440051321434e-03,7,0,0.43181601,127,90.844837
1,warmup,124,9.7718316046250756e-03,7,0,0.97658021,127,91.360944
1,warmup,125,1.7126222785245039e-02,7,0,0.99995355,127,90.800531
1,warmup,126,8.8976668208533231e-03,3,0,0.57412053,7,4.976467
1,warmup,127,5.9716172034948722e-03,7,0,0.66134854,127,91.167690
1,warmup,128,1.0348317112916967e-02,7,0,0.99954222,127,90.440665
1,warmup,129,7.8490611234223358e-03,7,0,0.70370395,95,67.696430
1,warmup,130,1.3461614762533186e-02,7,0,0.99994205,127,90.779443
1,warmup,131,2.2871355871030355e-02,7,0,0.99976166,127,90.785153
1,warmup,132,3.6860206880777922e-02,7,0,0.98338161,127,91.432791
1,warmup,133,6.1569712247634807e-02,7,0,0.99966570,127,91.520103
1,warmup,134,2.9488658410801238e-02,7,0,0.53143961,127,90.370853
1,warmup,135,4.8630833720330856e-02,7,0,0.99720016,127,91.255487
1,warmup,136,3.3596898921159517e-02,2,1,0.66666667,3,2.142614
1,warmup,137,3.2905084647523411e-02,4,0,0.79925616,15,10.678190
1,warmup,138,1.4955608150801684e-02,7,0,0.50020303,127,91.958210
1,warmup,139,1.8212454653648489e-02,7,0,0.88212129,127,91.605370
1,warmup,140,5.7936756860850012e-03,7,0,0.35265909,127,91.673536
1,warmup,141,9.5220017471140013e-03,7,0,0.99984559,127,90.334622
1,warmup,142,2.6137006200813969e-03,7,0,0.28476614,95,67.886906
1,warmup,143,4.2912538718267888e-03,7,0,0.99999970,127,90.753427
1,warmup,144,1.2394426177324697e-03,7,0,0.29557024,127,90.730114
1,warmup,145,2.0313659220099430e-03,7,0,0.99999955,127,90.933034
1,warmup,146,1.8656531244037973e-03,7,0,0.76377652,127,91.105363
1,warmup,147,1.7154456728488837e-03,7,0,0.76377381,127,91.968699
1,warmup,148,2.7765721464408518e-03,7,0,0.99999861,127,91.204134
1,warmup,149,4.4648233837929416e-03,7,0,0.99999812,127,91.271976
1,warmup,150,7.1340460764530936e-03,7,0,0.99999297,127,91.186057
1,warmup,151,8.7205875796631555e-02,7,0,0.91044444,79,56.649131
1,warmup,152,1.7205226924171781e-02,7,0,0.08614581,127,91.585386
1,warmup,153,2.2915649229136886e-02,6,0,0.97722806,63,45.457798
1,warmup,154,9.5855602866191294e-03,7,0,0.52365965,127,90.364680
1,warmup,155,1.5283562573024118e-02,7,0,0.98576033,79,56.782632
1,warmup,156,2.1472415509895214e-02,6,1,0.92461651,54,38.390630
1,warmup,157,1.8668388873770578e-02,7,0,0.76144062,127,91.236806
1,warmup,158,3.2707661145802425e-02,6,0,0.98255645,63,44.960336
1,warmup,159,4.6452927182706128e-03,7,0,0.18313852,127,90.693801
1,warmup,160,8.6895182459007462e-03,7,0,0.99924069,127,91.168989
1,warmup,161,9.4391535832960439e-03,7,0,0.82544107,127,92.697229
1,warmup,162,9.6755603132284134e-03,7,0,0.80592193,127,91.512135
1,warmup,163,7.6799031511471322e-03,7,0,0.72350624,127,91.453481
1,warmup,164,1.3280638469623154e-02,7,0,0.97173013,127,90.745312
1,warmup,165,1.6575698494235822e-02,7,0,0.86810956,127,91.816663
1,warmup,166,1.4499343455382925e-02,7,0,0.75321789,127,91.001604
1,warmup,167,2.6732690144412489e-02,7,0,0.99645128,127,91.542366
1,warmup,168,8.4586749999012566e-03,7,0,0.41777724,127,93.652490
1,warmup,169,5.1905249729970841e-03,7,0,0.63185402,127,91.312774
1,warmup,170,9.5975024930983147e-03,7,0,0.99893986,127,90.275405
1,warmup,171,1.4880342210053981e-02,7,0,0.94265822,127,91.043666
1,warmup,172,9.0560871815968044e-03,7,0,0.62607838,127,90.960554
1,warmup,173,1.4018998109650219e-02,5,1,0.94429843,18,12.948590
1,warmup,174,1.2792960307065308e-02,7,0,0.76342236,127,91.103170
1,warmup,175,5.8531727173915223e-03,6,0,0.52119436,63,45.125044
1,warmup,176,1.0479814865885171e-02,7,0,0.99809212,127,91.653800
1,warmup,177,2.8469761486874271e-03,7,0,0.33022117,127,90.992302
1,warmup,178,5.1037239195765634e-03,7,0,0.99981985,127,92.494274
1,warmup,179,5.5809399640714998e-03,7,0,0.82435039,127,91.908883
1,warmup,180,6.5353358501088806e-03,3,0,0.84989219,7,5.033012
1,warmup,181,1.1465201997922551e-02,7,0,0.99968514,127,90.906734
1,warmup,182,2.4928965597827714e-03,7,0,0.22799129,127,90.764517
1,warmup,183,4.3709518495619413e-03,7,0,0.99998172,127,91.978977
1,warmup,184,6.8354659134315350e-03,7,0,0.96024496,127,91.166679
1,warmup,185,1.7896756314988262e-03,7,0,0.28324881,127,92.078659
1,warmup,186,1.9741048237974022e-03,7,0,0.82649000,127,91.457049
1,warmup,187,2.7654736415479832e-03,7,0,0.91945578,127,91.856289
1,warmup,188,4.7373676918774643e-03,7,0,0.99983474,127,91.446563
1,warmup,189,3.5713979340833459e-03,7,0,0.68107301,127,91.378949
1,warmup,190,6.0579670836731596e-03,7,0,0.99997936,127,91.165117
1,warmup,191,6.3478423882279865e-03,7,0,0.81131852,95,68.583196
1,warmup,192,3.5121881897269632e-03,7,0,0.55541967,127,90.524838
1,warmup,193,1.2228770372985161e-03,7,0,0.36480839,127,91.715043
1,warmup,194,2.0579319690547217e-03,7,0,0.99999273,127,91.254037
1,warmup,195,3.4369730673406112e-03,7,0,0.99995478,127,91.974711
1,warmup,196,5.6989544081425831e-03,7,0,0.99999833,127,90.784833
1,warmup,197,7.8699086926863632e-03,7,0,0.92690521,127,90.563422
1,warmup,198,7.3998858823154457e-03,7,0,0.76791029,127,89.687173
1,warmup,199,2.5055601241009686e-03,7,0,0.33715572,127,89.217746
1,warmup,200,4.8355377246640787e-03,7,0,0.99999743,127,89.866969
1,sampling,1,4.8355377246640787e-03,7,0,0.99973114,127,90.999865
1,sampling,2,4.8355377246640787e-03,7,0,0.77907482,127,89.779264
1,sampling,3,4.8355377246640787e-03,7,0,0.97451538,127,91.213838
1,sampling,4,4.8355377246640787e-03,7,0,0.90292001,127,91.797744
1,sampling,5,4.8355377246640787e-03,7,0,0.92673256,127,90.686630
1,sampling,6,4.8355377246640787e-03,7,0,0.98627784,127,90.521985
1,sampling,7,4.8355377246640787e-03,7,0,1.00000000,127,90.391175
1,sampling,8,4.8355377246640787e-03,7,0,0.98048410,127,90.395789
1,sampling,9,4.8355377246640787e-03,7,0,0.99742199,127,90.733643
1,sampling,10,4.8355377246640787e-03,7,0,0.97330511,127,90.474956
1,sampling,11,4.8355377246640787e-03,7,0,0.99916328,127,90.602273
1,sampling,12,4.8355377246640787e-03,7,0,0.96399478,127,90.385290
1,sampling,13,4.8355377246640787e-03,7,0,0.97827708,127,90.278592
1,sampling,14,4.8355377246640787e-03,7,0,0.96017816,127,90.743546
1,sampling,15,4.8355377246640787e-03,7,0,0.99439697,127,90.715323
1,sampling,16,4.8355377246640787e-03,7,0,0.99906210,127,90.283162
1,sampling,17,4.8355377246640787e-03,7,0,0.99925605,127,90.544577
1,sampling,18,4.8355377246640787e-03,7,0,0.99635961,127,91.077479
1,sampling,19,4.8355377246640787e-03,7,0,0.99994322,127,90.226500
1,sampling,20,4.8355377246640787e-03,7,0,0.99971048,127,89.912140
1,sampling,21,4.8355377246640787e-03,7,0,0.99454414,127,89.158224
1,sampling,22,4.8355377246640787e-03,7,0,0.97647293,127,90.113747
1,sampling,23,4.8355377246640787e-03,7,0,0.99919067,127,89.488510
1,sampling,24,4.8355377246640787e-03,7,0,0.56535765,127,89.746867
1,sampling,25,4.8355377246640787e-03,7,0,0.47663363,127,90.592738
1,sampling,26,4.8355377246640787e-03,7,0,0.95834370,127,90.021312
1,sampling,27,4.8355377246640787e-03,7,0,0.96224890,127,89.828069
1,sampling,28,4.8355377246640787e-03,7,0,0.73747613,127,89.569556
1,sampling,29,4.8355377246640787e-03,7,0,0.99952700,127,96.169439
1,sampling,30,4.8355377246640787e-03,7,0,0.19634223,127,91.954112
1,sampling,31,4.8355377246640787e-03,7,0,0.96534203,127,94.113809
1,sampling,32,4.8355377246640787e-03,7,0,0.96735604,127,92.012163
1,sampling,33,4.8355377246640787e-03,7,0,0.98816060,127,92.491728
1,sampling,34,4.8355377246640787e-03,7,0,0.98060121,127,91.634001
1,sampling,35,4.8355377246640787e-03,7,0,0.98729331,127,91.522672
1,sampling,36,4.8355377246640787e-03,7,0,0.99523646,127,92.035642
1,sampling,37,4.8355377246640787e-03,7,0,0.97563217,127,89.926782
1,sampling,38,4.8355377246640787e-03,7,0,0.99682277,127,90.886202
1,sampling,39,4.8355377246640787e-03,7,0,0.62639134,127,90.078510
1,sampling,40,4.8355377246640787e-03,7,1,0.95399291,105,75.518003
1,sampling,41,4.8355377246640787e-03,7,0,0.99965075,127,90.490747
1,sampling,42,4.8355377246640787e-03,7,0,0.97879213,127,90.379144
1,sampling,43,4.8355377246640787e-03,7,0,0.98577666,127,90.347682
1,sampling,44,4.8355377246640787e-03,7,0,0.99699201,127,90.353386
1,sampling,45,4.8355377246640787e-03,7,0,0.99867970,127,90.672782
1,sampling,46,4.8355377246640787e-03,7,0,0.99773305,127,90.889823
1,sampling,47,4.8355377246640787e-03,7,0,0.98740854,127,89.614771
1,sampling,48,4.8355377246640787e-03,7,0,0.99983982,127,90.245781
1,sampling,49,4.8355377246640787e-03,7,0,0.99956705,127,91.265133
1,sampling,50,4.8355377246640787e-03,7,0,0.94838380,127,91.516921
